Id,Probability
1,0.020118501037359238
2,0.030291451141238213
3,0.020058685913681984
4,0.0919555053114891
5,0.030590856447815895
6,0.02002776972949505
7,0.02042994275689125
8,0.036083608865737915
9,0.019996890798211098
10,0.1084660068154335
11,0.024500995874404907
12,0.02007892355322838
13,0.020060008391737938
14,0.033959824591875076
15,0.02009548433125019
16,0.026729749515652657
17,0.0200208593159914
18,0.02369460090994835
19,0.1660543978214264
20,0.02374119497835636
21,0.020086782053112984
22,0.020065173506736755
23,0.020001213997602463
24,0.3782845735549927
25,0.06485433131456375
26,0.022534331306815147
27,0.021644648164510727
28,0.02003350667655468
29,0.028280476108193398
30,0.03839794546365738
31,0.02251836657524109
32,0.020044397562742233
33,0.02007799781858921
34,0.020064527168869972
35,0.18214331567287445
36,0.023031409829854965
37,0.030571384355425835
38,0.020036661997437477
39,0.02032790519297123
40,0.0932784155011177
41,0.13423573970794678
42,0.16078200936317444
43,0.0254076961427927
44,0.020056825131177902
45,0.05725906044244766
46,0.019971037283539772
47,0.019961584359407425
48,0.020060770213603973
49,0.028366750106215477
50,0.020047375932335854
51,0.023188767954707146
52,0.01998634822666645
53,0.020091865211725235
54,0.020084843039512634
55,0.02966318093240261
56,0.07383127510547638
57,0.020004957914352417
58,0.09739016741514206
59,0.0654255598783493
60,0.08356590569019318
61,0.020001063123345375
62,0.02009516954421997
63,0.02674894593656063
64,0.02003106102347374
65,0.02128564938902855
66,0.02008555270731449
67,0.022325921803712845
68,0.023113584145903587
69,0.020048517733812332
70,0.1222945973277092
71,0.0200631245970726
72,0.02470323257148266
73,0.020008476451039314
74,0.09297704696655273
75,0.02009653113782406
76,0.020040491595864296
77,0.02224551886320114
78,0.034398216754198074
79,0.023091264069080353
80,0.023244859650731087
81,0.020867599174380302
82,0.020084505900740623
83,0.029180310666561127
84,0.02000172808766365
85,0.020041445270180702
86,0.020089611411094666
87,0.029668590053915977
88,0.021038023754954338
89,0.028612464666366577
90,0.028985170647501945
91,0.02900853380560875
92,0.020071502774953842
93,0.02008119784295559
94,0.02005094103515148
95,0.02004176191985607
96,0.33372360467910767
97,0.02011396735906601
98,0.021585211157798767
99,0.02007613144814968
100,0.026690371334552765
101,0.02008148469030857
102,0.02296566776931286
103,0.020039519295096397
104,0.020322250202298164
105,0.1373022049665451
106,0.02778257429599762
107,0.3452220857143402
108,0.01999475061893463
109,0.020079664885997772
110,0.02462223544716835
111,0.03451015055179596
112,0.03784161061048508
113,0.025074951350688934
114,0.378202348947525
115,0.025000758469104767
116,0.02008640766143799
117,0.0200135949999094
118,0.025782085955142975
119,0.02390063740313053
120,0.020064150914549828
121,0.020041976124048233
122,0.08567379415035248
123,0.020016470924019814
124,0.4838053584098816
125,0.024208515882492065
126,0.030562851577997208
127,0.019929667934775352
128,0.022200433537364006
129,0.020021528005599976
130,0.05290764942765236
131,0.058600008487701416
132,0.023288095369935036
133,0.02003864198923111
134,0.12663444876670837
135,0.1354231834411621
136,0.02000652626156807
137,0.09622630476951599
138,0.07455844432115555
139,0.020060986280441284
140,0.024220438674092293
141,0.019989924505352974
142,0.02006322331726551
143,0.019969584420323372
144,0.023463673889636993
145,0.17429515719413757
146,0.024273766204714775
147,0.019984601065516472
148,0.1339845508337021
149,0.020039822906255722
150,0.032824572175741196
151,0.02002270705997944
152,0.020088715478777885
153,0.02002478949725628
154,0.02004919946193695
155,0.020061053335666656
156,0.02008567377924919
157,0.06890148669481277
158,0.020044060423970222
159,0.02007349580526352
160,0.02296244166791439
161,0.020024186000227928
162,0.020074082538485527
163,0.0210031196475029
164,0.02140638418495655
165,0.0200601015239954
166,0.020070776343345642
167,0.5303093791007996
168,0.03216198831796646
169,0.14825128018856049
170,0.020055847242474556
171,0.01998617872595787
172,0.020051874220371246
173,0.027866709977388382
174,0.025353124365210533
175,0.020084993913769722
176,0.08103953301906586
177,0.020060710608959198
178,0.02631506510078907
179,0.020044734701514244
180,0.020079854875802994
181,0.09783359616994858
182,0.02006961777806282
183,0.02005675993859768
184,0.020087257027626038
185,0.027996184304356575
186,0.02001228556036949
187,0.020065510645508766
188,0.020075896754860878
189,0.02006249688565731
